id,symbol,price_start,price_end,price_max,price_min,volume,time_epoch,date_time
2129,bch,0.00,843000.00,0.00,0.00,0.00,1530748800000,"2018-07-05 09:00:00"
2130,etc,0.00,18490.00,0.00,0.00,0.00,1530748800000,"2018-07-05 09:00:00"
2131,btc,0.00,7220000.00,0.00,0.00,0.00,1530750600000,"2018-07-05 09:30:00"
2132,eth,0.00,512500.00,0.00,0.00,0.00,1530750600000,"2018-07-05 09:30:00"
2133,xrp,0.00,538.00,0.00,0.00,0.00,1530750600000,"2018-07-05 09:30:00"
2135,bch,0.00,835000.00,0.00,0.00,0.00,1530750600000,"2018-07-05 09:30:00"
2136,etc,0.00,18470.00,0.00,0.00,0.00,1530750600000,"2018-07-05 09:30:00"
2137,btc,0.00,7253000.00,0.00,0.00,0.00,1530752400000,"2018-07-05 10:00:00"
2138,eth,0.00,514500.00,0.00,0.00,0.00,1530752400000,"2018-07-05 10:00:00"
2139,xrp,0.00,542.00,0.00,0.00,0.00,1530752400000,"2018-07-05 10:00:00"
2140,bch,0.00,842000.00,0.00,0.00,0.00,1530752400000,"2018-07-05 10:00:00"
2141,etc,0.00,18510.00,0.00,0.00,0.00,1530752400000,"2018-07-05 10:00:00"
2142,btc,0.00,7289000.00,0.00,0.00,0.00,1530754200000,"2018-07-05 10:30:00"
2143,eth,0.00,518500.00,0.00,0.00,0.00,1530754200000,"2018-07-05 10:30:00"
2144,xrp,0.00,542.00,0.00,0.00,0.00,1530754200000,"2018-07-05 10:30:00"
2145,bch,0.00,852000.00,0.00,0.00,0.00,1530754200000,"2018-07-05 10:30:00"
2146,etc,0.00,18640.00,0.00,0.00,0.00,1530754200000,"2018-07-05 10:30:00"
2147,btc,0.00,7331000.00,0.00,0.00,0.00,1530756000000,"2018-07-05 11:00:00"
2148,eth,0.00,521000.00,0.00,0.00,0.00,1530756000000,"2018-07-05 11:00:00"
2149,xrp,0.00,548.00,0.00,0.00,0.00,1530756000000,"2018-07-05 11:00:00"
2150,bch,0.00,860000.00,0.00,0.00,0.00,1530756000000,"2018-07-05 11:00:00"
2151,etc,0.00,18910.00,0.00,0.00,0.00,1530756000000,"2018-07-05 11:00:00"
2152,btc,0.00,7278000.00,0.00,0.00,0.00,1530799200000,"2018-07-05 14:00:00"
2153,eth,0.00,517000.00,0.00,0.00,0.00,1530799200000,"2018-07-05 14:00:00"
2154,xrp,0.00,529.00,0.00,0.00,0.00,1530799200000,"2018-07-05 14:00:00"
2155,bch,0.00,827000.00,0.00,0.00,0.00,1530799200000,"2018-07-05 14:00:00"
2156,etc,0.00,18610.00,0.00,0.00,0.00,1530799200000,"2018-07-05 14:00:00"
2157,btc,0.00,7296000.00,0.00,0.00,0.00,1530801000000,"2018-07-05 14:30:00"
2158,eth,0.00,517500.00,0.00,0.00,0.00,1530801000000,"2018-07-05 14:30:00"
2159,xrp,0.00,532.00,0.00,0.00,0.00,1530801000000,"2018-07-05 14:30:00"
2160,bch,0.00,828000.00,0.00,0.00,0.00,1530801000000,"2018-07-05 14:30:00"
2161,etc,0.00,18780.00,0.00,0.00,0.00,1530801000000,"2018-07-05 14:30:00"
2162,btc,0.00,7290000.00,0.00,0.00,0.00,1530802800000,"2018-07-05 15:00:00"
2163,eth,0.00,517000.00,0.00,0.00,0.00,1530802800000,"2018-07-05 15:00:00"
2164,xrp,0.00,532.00,0.00,0.00,0.00,1530802800000,"2018-07-05 15:00:00"
2165,bch,0.00,827000.00,0.00,0.00,0.00,1530802800000,"2018-07-05 15:00:00"
2166,etc,0.00,18920.00,0.00,0.00,0.00,1530802800000,"2018-07-05 15:00:00"
2167,btc,0.00,7310000.00,0.00,0.00,0.00,1530804600000,"2018-07-05 15:30:00"
2168,eth,0.00,518500.00,0.00,0.00,0.00,1530804600000,"2018-07-05 15:30:00"
2169,xrp,0.00,533.00,0.00,0.00,0.00,1530804600000,"2018-07-05 15:30:00"
2170,bch,0.00,827000.00,0.00,0.00,0.00,1530804600000,"2018-07-05 15:30:00"
2171,etc,0.00,18690.00,0.00,0.00,0.00,1530804600000,"2018-07-05 15:30:00"
2172,btc,0.00,7325000.00,0.00,0.00,0.00,1530806400000,"2018-07-05 16:00:00"
2174,eth,0.00,520500.00,0.00,0.00,0.00,1530806400000,"2018-07-05 16:00:00"
2175,xrp,0.00,535.00,0.00,0.00,0.00,1530806400000,"2018-07-05 16:00:00"
2177,bch,0.00,830000.00,0.00,0.00,0.00,1530806400000,"2018-07-05 16:00:00"
2179,etc,0.00,18740.00,0.00,0.00,0.00,1530806400000,"2018-07-05 16:00:00"
2181,btc,0.00,7304000.00,0.00,0.00,0.00,1530810000000,"2018-07-05 17:00:00"
2182,eth,0.00,519500.00,0.00,0.00,0.00,1530810000000,"2018-07-05 17:00:00"
2183,xrp,0.00,532.00,0.00,0.00,0.00,1530810000000,"2018-07-05 17:00:00"
2184,bch,0.00,829000.00,0.00,0.00,0.00,1530810000000,"2018-07-05 17:00:00"
2185,etc,0.00,18750.00,0.00,0.00,0.00,1530810000000,"2018-07-05 17:00:00"
2186,btc,0.00,7279000.00,0.00,0.00,0.00,1530811800000,"2018-07-05 17:30:00"
2187,eth,0.00,516500.00,0.00,0.00,0.00,1530811800000,"2018-07-05 17:30:00"
2188,xrp,0.00,530.00,0.00,0.00,0.00,1530811800000,"2018-07-05 17:30:00"
2189,bch,0.00,815000.00,0.00,0.00,0.00,1530811800000,"2018-07-05 17:30:00"
2190,etc,0.00,18770.00,0.00,0.00,0.00,1530811800000,"2018-07-05 17:30:00"
2191,btc,0.00,7294000.00,0.00,0.00,0.00,1530813600000,"2018-07-05 18:00:00"
2192,eth,0.00,517000.00,0.00,0.00,0.00,1530813600000,"2018-07-05 18:00:00"
2193,xrp,0.00,529.00,0.00,0.00,0.00,1530813600000,"2018-07-05 18:00:00"
2194,bch,0.00,802000.00,0.00,0.00,0.00,1530813600000,"2018-07-05 18:00:00"
2195,etc,0.00,18750.00,0.00,0.00,0.00,1530813600000,"2018-07-05 18:00:00"
2196,btc,0.00,7292000.00,0.00,0.00,0.00,1530815400000,"2018-07-05 18:30:00"
2197,eth,0.00,517500.00,0.00,0.00,0.00,1530815400000,"2018-07-05 18:30:00"
2198,xrp,0.00,529.00,0.00,0.00,0.00,1530815400000,"2018-07-05 18:30:00"
2199,bch,0.00,812000.00,0.00,0.00,0.00,1530815400000,"2018-07-05 18:30:00"
2200,etc,0.00,18790.00,0.00,0.00,0.00,1530815400000,"2018-07-05 18:30:00"
2201,btc,0.00,7216000.00,0.00,0.00,0.00,1530817200000,"2018-07-05 19:00:00"
2202,eth,0.00,513500.00,0.00,0.00,0.00,1530817200000,"2018-07-05 19:00:00"
2203,xrp,0.00,526.00,0.00,0.00,0.00,1530817200000,"2018-07-05 19:00:00"
2204,bch,0.00,807000.00,0.00,0.00,0.00,1530817200000,"2018-07-05 19:00:00"
2205,etc,0.00,18680.00,0.00,0.00,0.00,1530817200000,"2018-07-05 19:00:00"
2206,btc,0.00,7230000.00,0.00,0.00,0.00,1530819000000,"2018-07-05 19:30:00"
2207,eth,0.00,512000.00,0.00,0.00,0.00,1530819000000,"2018-07-05 19:30:00"
2208,xrp,0.00,525.00,0.00,0.00,0.00,1530819000000,"2018-07-05 19:30:00"
2209,bch,0.00,804000.00,0.00,0.00,0.00,1530819000000,"2018-07-05 19:30:00"
2210,etc,0.00,18590.00,0.00,0.00,0.00,1530819000000,"2018-07-05 19:30:00"
2211,btc,0.00,7274000.00,0.00,0.00,0.00,1530820800000,"2018-07-05 20:00:00"
2212,eth,0.00,515000.00,0.00,0.00,0.00,1530820800000,"2018-07-05 20:00:00"
2213,xrp,0.00,532.00,0.00,0.00,0.00,1530820800000,"2018-07-05 20:00:00"
2214,bch,0.00,808000.00,0.00,0.00,0.00,1530820800000,"2018-07-05 20:00:00"
2215,etc,0.00,18850.00,0.00,0.00,0.00,1530820800000,"2018-07-05 20:00:00"
2216,btc,0.00,7260000.00,0.00,0.00,0.00,1530822600000,"2018-07-05 20:30:00"
2217,eth,0.00,515000.00,0.00,0.00,0.00,1530822600000,"2018-07-05 20:30:00"
2219,xrp,0.00,529.00,0.00,0.00,0.00,1530822600000,"2018-07-05 20:30:00"
2221,bch,0.00,810000.00,0.00,0.00,0.00,1530822600000,"2018-07-05 20:30:00"
2223,etc,0.00,18870.00,0.00,0.00,0.00,1530822600000,"2018-07-05 20:30:00"
2225,btc,0.00,7264000.00,0.00,0.00,0.00,1530824400000,"2018-07-05 21:00:00"
2226,eth,0.00,516500.00,0.00,0.00,0.00,1530824400000,"2018-07-05 21:00:00"
2227,xrp,0.00,531.00,0.00,0.00,0.00,1530824400000,"2018-07-05 21:00:00"
2228,bch,0.00,811000.00,0.00,0.00,0.00,1530824400000,"2018-07-05 21:00:00"
2229,etc,0.00,18890.00,0.00,0.00,0.00,1530824400000,"2018-07-05 21:00:00"
2230,btc,0.00,7241000.00,0.00,0.00,0.00,1530826200000,"2018-07-05 21:30:00"
2231,eth,0.00,516500.00,0.00,0.00,0.00,1530826200000,"2018-07-05 21:30:00"
2232,xrp,0.00,528.00,0.00,0.00,0.00,1530826200000,"2018-07-05 21:30:00"
2233,bch,0.00,810000.00,0.00,0.00,0.00,1530826200000,"2018-07-05 21:30:00"
2234,etc,0.00,18860.00,0.00,0.00,0.00,1530826200000,"2018-07-05 21:30:00"
2235,btc,0.00,7245000.00,0.00,0.00,0.00,1530828000000,"2018-07-05 22:00:00"
2236,eth,0.00,516500.00,0.00,0.00,0.00,1530828000000,"2018-07-05 22:00:00"
2237,xrp,0.00,527.00,0.00,0.00,0.00,1530828000000,"2018-07-05 22:00:00"
2238,bch,0.00,806000.00,0.00,0.00,0.00,1530828000000,"2018-07-05 22:00:00"
2239,etc,0.00,18810.00,0.00,0.00,0.00,1530828000000,"2018-07-05 22:00:00"
2240,btc,0.00,7244000.00,0.00,0.00,0.00,1530829800000,"2018-07-05 22:30:00"
2241,eth,0.00,516500.00,0.00,0.00,0.00,1530829800000,"2018-07-05 22:30:00"
2242,xrp,0.00,527.00,0.00,0.00,0.00,1530829800000,"2018-07-05 22:30:00"
2243,bch,0.00,805000.00,0.00,0.00,0.00,1530829800000,"2018-07-05 22:30:00"
2244,etc,0.00,18810.00,0.00,0.00,0.00,1530829800000,"2018-07-05 22:30:00"
2245,btc,0.00,7267000.00,0.00,0.00,0.00,1530831600000,"2018-07-05 23:00:00"
2246,eth,0.00,518500.00,0.00,0.00,0.00,1530831600000,"2018-07-05 23:00:00"
2247,xrp,0.00,533.00,0.00,0.00,0.00,1530831600000,"2018-07-05 23:00:00"
2249,bch,0.00,813000.00,0.00,0.00,0.00,1530831600000,"2018-07-05 23:00:00"
2251,etc,0.00,19050.00,0.00,0.00,0.00,1530831600000,"2018-07-05 23:00:00"
2253,btc,0.00,7286000.00,0.00,0.00,0.00,1530833400000,"2018-07-05 23:30:00"
2254,eth,0.00,518000.00,0.00,0.00,0.00,1530833400000,"2018-07-05 23:30:00"
2255,xrp,0.00,531.00,0.00,0.00,0.00,1530833400000,"2018-07-05 23:30:00"
2256,bch,0.00,815000.00,0.00,0.00,0.00,1530833400000,"2018-07-05 23:30:00"
2257,etc,0.00,19230.00,0.00,0.00,0.00,1530833400000,"2018-07-05 23:30:00"
2258,btc,0.00,7281000.00,0.00,0.00,0.00,1530835200000,"2018-07-06 00:00:00"
2259,eth,0.00,519000.00,0.00,0.00,0.00,1530835200000,"2018-07-06 00:00:00"
2260,xrp,0.00,534.00,0.00,0.00,0.00,1530835200000,"2018-07-06 00:00:00"
2261,bch,0.00,829000.00,0.00,0.00,0.00,1530835200000,"2018-07-06 00:00:00"
2263,etc,0.00,19480.00,0.00,0.00,0.00,1530835200000,"2018-07-06 00:00:00"
2264,btc,0.00,7322000.00,0.00,0.00,0.00,1530837000000,"2018-07-06 00:30:00"
2266,eth,0.00,521000.00,0.00,0.00,0.00,1530837000000,"2018-07-06 00:30:00"
2267,xrp,0.00,533.00,0.00,0.00,0.00,1530837000000,"2018-07-06 00:30:00"
2269,bch,0.00,829000.00,0.00,0.00,0.00,1530837000000,"2018-07-06 00:30:00"
2271,etc,0.00,21420.00,0.00,0.00,0.00,1530837000000,"2018-07-06 00:30:00"
2273,btc,0.00,7302000.00,0.00,0.00,0.00,1530838800000,"2018-07-06 01:00:00"
2275,eth,0.00,520000.00,0.00,0.00,0.00,1530838800000,"2018-07-06 01:00:00"
2276,xrp,0.00,532.00,0.00,0.00,0.00,1530838800000,"2018-07-06 01:00:00"
2278,bch,0.00,825000.00,0.00,0.00,0.00,1530838800000,"2018-07-06 01:00:00"
2280,etc,0.00,20420.00,0.00,0.00,0.00,1530838800000,"2018-07-06 01:00:00"
2282,btc,0.00,7307000.00,0.00,0.00,0.00,1530840600000,"2018-07-06 10:30:00"
2283,eth,0.00,521500.00,0.00,0.00,0.00,1530840600000,"2018-07-06 10:30:00"
2284,xrp,0.00,530.00,0.00,0.00,0.00,1530840600000,"2018-07-06 10:30:00"
2285,bch,0.00,823000.00,0.00,0.00,0.00,1530840600000,"2018-07-06 10:30:00"
2286,etc,0.00,20300.00,0.00,0.00,0.00,1530840600000,"2018-07-06 10:30:00"
2287,btc,0.00,7294000.00,0.00,0.00,0.00,1530842400000,"2018-07-06 11:00:00"
2289,eth,0.00,519500.00,0.00,0.00,0.00,1530842400000,"2018-07-06 11:00:00"
2290,xrp,0.00,528.00,0.00,0.00,0.00,1530842400000,"2018-07-06 11:00:00"
2292,bch,0.00,815000.00,0.00,0.00,0.00,1530842400000,"2018-07-06 11:00:00"
2294,etc,0.00,20060.00,0.00,0.00,0.00,1530842400000,"2018-07-06 11:00:00"
2296,btc,0.00,7308000.00,0.00,0.00,0.00,1530844200000,"2018-07-06 11:30:00"
2297,eth,0.00,520500.00,0.00,0.00,0.00,1530844200000,"2018-07-06 11:30:00"
2298,xrp,0.00,529.00,0.00,0.00,0.00,1530844200000,"2018-07-06 11:30:00"
2299,bch,0.00,820000.00,0.00,0.00,0.00,1530844200000,"2018-07-06 11:30:00"
2300,etc,0.00,19800.00,0.00,0.00,0.00,1530844200000,"2018-07-06 11:30:00"
2301,btc,0.00,7301000.00,0.00,0.00,0.00,1530846000000,"2018-07-06 12:00:00"
2302,eth,0.00,521000.00,0.00,0.00,0.00,1530846000000,"2018-07-06 12:00:00"
2303,xrp,0.00,529.00,0.00,0.00,0.00,1530846000000,"2018-07-06 12:00:00"
2304,bch,0.00,822000.00,0.00,0.00,0.00,1530846000000,"2018-07-06 12:00:00"
2305,etc,0.00,19820.00,0.00,0.00,0.00,1530846000000,"2018-07-06 12:00:00"
2306,btc,0.00,7295000.00,0.00,0.00,0.00,1530847800000,"2018-07-06 12:30:00"
2307,eth,0.00,519000.00,0.00,0.00,0.00,1530847800000,"2018-07-06 12:30:00"
2308,xrp,0.00,528.00,0.00,0.00,0.00,1530847800000,"2018-07-06 12:30:00"
2309,bch,0.00,816000.00,0.00,0.00,0.00,1530847800000,"2018-07-06 12:30:00"
2310,etc,0.00,19810.00,0.00,0.00,0.00,1530847800000,"2018-07-06 12:30:00"
2311,btc,0.00,7287000.00,0.00,0.00,0.00,1530849600000,"2018-07-06 13:00:00"
2312,eth,0.00,519500.00,0.00,0.00,0.00,1530849600000,"2018-07-06 13:00:00"
2313,xrp,0.00,527.00,0.00,0.00,0.00,1530849600000,"2018-07-06 13:00:00"
2314,bch,0.00,821000.00,0.00,0.00,0.00,1530849600000,"2018-07-06 13:00:00"
2315,etc,0.00,19780.00,0.00,0.00,0.00,1530849600000,"2018-07-06 13:00:00"
2316,btc,0.00,7255000.00,0.00,0.00,0.00,1530851400000,"2018-07-06 13:30:00"
2317,eth,0.00,518500.00,0.00,0.00,0.00,1530851400000,"2018-07-06 13:30:00"
2318,xrp,0.00,524.00,0.00,0.00,0.00,1530851400000,"2018-07-06 13:30:00"
2319,bch,0.00,807000.00,0.00,0.00,0.00,1530851400000,"2018-07-06 13:30:00"
2320,etc,0.00,19170.00,0.00,0.00,0.00,1530851400000,"2018-07-06 13:30:00"
2322,btc,0.00,7286000.00,0.00,0.00,0.00,1530853200000,"2018-07-06 14:00:00"
2323,eth,0.00,520000.00,0.00,0.00,0.00,1530853200000,"2018-07-06 14:00:00"
2324,xrp,0.00,525.00,0.00,0.00,0.00,1530853200000,"2018-07-06 14:00:00"
2325,bch,0.00,813000.00,0.00,0.00,0.00,1530853200000,"2018-07-06 14:00:00"
2326,etc,0.00,19540.00,0.00,0.00,0.00,1530853200000,"2018-07-06 14:00:00"
2327,btc,0.00,7273000.00,0.00,0.00,0.00,1530855000000,"2018-07-06 14:30:00"
2328,eth,0.00,520000.00,0.00,0.00,0.00,1530855000000,"2018-07-06 14:30:00"
2329,xrp,0.00,523.00,0.00,0.00,0.00,1530855000000,"2018-07-06 14:30:00"
2330,bch,0.00,809000.00,0.00,0.00,0.00,1530855000000,"2018-07-06 14:30:00"
2331,etc,0.00,19510.00,0.00,0.00,0.00,1530855000000,"2018-07-06 14:30:00"
2332,btc,0.00,7277000.00,0.00,0.00,0.00,1530856800000,"2018-07-06 15:00:00"
2333,eth,0.00,517500.00,0.00,0.00,0.00,1530856800000,"2018-07-06 15:00:00"
2334,xrp,0.00,522.00,0.00,0.00,0.00,1530856800000,"2018-07-06 15:00:00"
2335,bch,0.00,807000.00,0.00,0.00,0.00,1530856800000,"2018-07-06 15:00:00"
2336,etc,0.00,19680.00,0.00,0.00,0.00,1530856800000,"2018-07-06 15:00:00"
2337,btc,0.00,7276000.00,0.00,0.00,0.00,1530858600000,"2018-07-06 15:30:00"
2338,eth,0.00,517000.00,0.00,0.00,0.00,1530858600000,"2018-07-06 15:30:00"
2339,xrp,0.00,522.00,0.00,0.00,0.00,1530858600000,"2018-07-06 15:30:00"
2340,bch,0.00,809000.00,0.00,0.00,0.00,1530858600000,"2018-07-06 15:30:00"
2341,etc,0.00,19290.00,0.00,0.00,0.00,1530858600000,"2018-07-06 15:30:00"
2342,btc,0.00,7252000.00,0.00,0.00,0.00,1530860400000,"2018-07-06 16:00:00"
2343,eth,0.00,511000.00,0.00,0.00,0.00,1530860400000,"2018-07-06 16:00:00"
2344,xrp,0.00,518.00,0.00,0.00,0.00,1530860400000,"2018-07-06 16:00:00"
2345,bch,0.00,799000.00,0.00,0.00,0.00,1530860400000,"2018-07-06 16:00:00"
2346,etc,0.00,19020.00,0.00,0.00,0.00,1530860400000,"2018-07-06 16:00:00"
2347,btc,0.00,7259000.00,0.00,0.00,0.00,1530862200000,"2018-07-06 16:30:00"
2348,eth,0.00,508500.00,0.00,0.00,0.00,1530862200000,"2018-07-06 16:30:00"
2349,xrp,0.00,520.00,0.00,0.00,0.00,1530862200000,"2018-07-06 16:30:00"
2350,bch,0.00,796000.00,0.00,0.00,0.00,1530862200000,"2018-07-06 16:30:00"
2351,etc,0.00,19140.00,0.00,0.00,0.00,1530862200000,"2018-07-06 16:30:00"
2352,btc,0.00,7278000.00,0.00,0.00,0.00,1530864000000,"2018-07-06 17:00:00"
2353,eth,0.00,512000.00,0.00,0.00,0.00,1530864000000,"2018-07-06 17:00:00"
2354,xrp,0.00,521.00,0.00,0.00,0.00,1530864000000,"2018-07-06 17:00:00"
2355,bch,0.00,800000.00,0.00,0.00,0.00,1530864000000,"2018-07-06 17:00:00"
2356,etc,0.00,19410.00,0.00,0.00,0.00,1530864000000,"2018-07-06 17:00:00"
2357,btc,0.00,7314000.00,0.00,0.00,0.00,1530865800000,"2018-07-06 17:30:00"
2358,eth,0.00,518500.00,0.00,0.00,0.00,1530865800000,"2018-07-06 17:30:00"
2359,xrp,0.00,525.00,0.00,0.00,0.00,1530865800000,"2018-07-06 17:30:00"
2360,bch,0.00,815000.00,0.00,0.00,0.00,1530865800000,"2018-07-06 17:30:00"
2361,etc,0.00,20060.00,0.00,0.00,0.00,1530865800000,"2018-07-06 17:30:00"
2362,btc,0.00,7301000.00,0.00,0.00,0.00,1530867600000,"2018-07-06 18:00:00"
2363,eth,0.00,515500.00,0.00,0.00,0.00,1530867600000,"2018-07-06 18:00:00"
2364,xrp,0.00,525.00,0.00,0.00,0.00,1530867600000,"2018-07-06 18:00:00"
2365,bch,0.00,806000.00,0.00,0.00,0.00,1530867600000,"2018-07-06 18:00:00"
2366,etc,0.00,19820.00,0.00,0.00,0.00,1530867600000,"2018-07-06 18:00:00"
2367,btc,0.00,7300000.00,0.00,0.00,0.00,1530869400000,"2018-07-06 18:30:00"
2368,eth,0.00,515500.00,0.00,0.00,0.00,1530869400000,"2018-07-06 18:30:00"
2369,xrp,0.00,526.00,0.00,0.00,0.00,1530869400000,"2018-07-06 18:30:00"
2370,bch,0.00,809000.00,0.00,0.00,0.00,1530869400000,"2018-07-06 18:30:00"
2371,etc,0.00,19840.00,0.00,0.00,0.00,1530869400000,"2018-07-06 18:30:00"
2372,btc,0.00,7304000.00,0.00,0.00,0.00,1530871200000,"2018-07-06 19:00:00"
2373,eth,0.00,514000.00,0.00,0.00,0.00,1530871200000,"2018-07-06 19:00:00"
2374,xrp,0.00,525.00,0.00,0.00,0.00,1530871200000,"2018-07-06 19:00:00"
2375,bch,0.00,800000.00,0.00,0.00,0.00,1530871200000,"2018-07-06 19:00:00"
2376,etc,0.00,19550.00,0.00,0.00,0.00,1530871200000,"2018-07-06 19:00:00"
2377,btc,0.00,7311000.00,0.00,0.00,0.00,1530873000000,"2018-07-06 19:30:00"
2378,eth,0.00,515500.00,0.00,0.00,0.00,1530873000000,"2018-07-06 19:30:00"
2379,xrp,0.00,525.00,0.00,0.00,0.00,1530873000000,"2018-07-06 19:30:00"
2380,bch,0.00,810000.00,0.00,0.00,0.00,1530873000000,"2018-07-06 19:30:00"
2381,etc,0.00,19790.00,0.00,0.00,0.00,1530873000000,"2018-07-06 19:30:00"
2382,btc,0.00,7317000.00,0.00,0.00,0.00,1530874800000,"2018-07-06 20:00:00"
2383,eth,0.00,516500.00,0.00,0.00,0.00,1530874800000,"2018-07-06 20:00:00"
2384,xrp,0.00,528.00,0.00,0.00,0.00,1530874800000,"2018-07-06 20:00:00"
2385,bch,0.00,809000.00,0.00,0.00,0.00,1530874800000,"2018-07-06 20:00:00"
2386,etc,0.00,19860.00,0.00,0.00,0.00,1530874800000,"2018-07-06 20:00:00"
2387,btc,0.00,7314000.00,0.00,0.00,0.00,1530876600000,"2018-07-06 20:30:00"
2388,eth,0.00,517000.00,0.00,0.00,0.00,1530876600000,"2018-07-06 20:30:00"
2389,xrp,0.00,532.00,0.00,0.00,0.00,1530876600000,"2018-07-06 20:30:00"
2390,bch,0.00,837000.00,0.00,0.00,0.00,1530876600000,"2018-07-06 20:30:00"
2392,etc,0.00,19870.00,0.00,0.00,0.00,1530876600000,"2018-07-06 20:30:00"
2393,btc,0.00,7327000.00,0.00,0.00,0.00,1530878400000,"2018-07-06 21:00:00"
2394,eth,0.00,519000.00,0.00,0.00,0.00,1530878400000,"2018-07-06 21:00:00"
2395,xrp,0.00,532.00,0.00,0.00,0.00,1530878400000,"2018-07-06 21:00:00"
2396,bch,0.00,811000.00,0.00,0.00,0.00,1530878400000,"2018-07-06 21:00:00"
2398,etc,0.00,20100.00,0.00,0.00,0.00,1530878400000,"2018-07-06 21:00:00"
2400,btc,0.00,7336000.00,0.00,0.00,0.00,1530880200000,"2018-07-06 21:30:00"
2401,eth,0.00,521000.00,0.00,0.00,0.00,1530880200000,"2018-07-06 21:30:00"
2402,xrp,0.00,533.00,0.00,0.00,0.00,1530880200000,"2018-07-06 21:30:00"
2403,bch,0.00,814000.00,0.00,0.00,0.00,1530880200000,"2018-07-06 21:30:00"
2404,etc,0.00,20180.00,0.00,0.00,0.00,1530880200000,"2018-07-06 21:30:00"
2405,btc,0.00,7376000.00,0.00,0.00,0.00,1530882000000,"2018-07-06 22:00:00"
2406,eth,0.00,523000.00,0.00,0.00,0.00,1530882000000,"2018-07-06 22:00:00"
2407,xrp,0.00,535.00,0.00,0.00,0.00,1530882000000,"2018-07-06 22:00:00"
2408,bch,0.00,821000.00,0.00,0.00,0.00,1530882000000,"2018-07-06 22:00:00"
2409,etc,0.00,20390.00,0.00,0.00,0.00,1530882000000,"2018-07-06 22:00:00"
2410,btc,0.00,7350000.00,0.00,0.00,0.00,1530883800000,"2018-07-06 22:30:00"
2411,eth,0.00,520500.00,0.00,0.00,0.00,1530883800000,"2018-07-06 22:30:00"
2412,xrp,0.00,530.00,0.00,0.00,0.00,1530883800000,"2018-07-06 22:30:00"
2413,bch,0.00,811000.00,0.00,0.00,0.00,1530883800000,"2018-07-06 22:30:00"
2414,etc,0.00,20030.00,0.00,0.00,0.00,1530883800000,"2018-07-06 22:30:00"
2415,btc,0.00,7358000.00,0.00,0.00,0.00,1530885600000,"2018-07-06 23:00:00"
2416,eth,0.00,523000.00,0.00,0.00,0.00,1530885600000,"2018-07-06 23:00:00"
2417,xrp,0.00,531.00,0.00,0.00,0.00,1530885600000,"2018-07-06 23:00:00"
2418,bch,0.00,813000.00,0.00,0.00,0.00,1530885600000,"2018-07-06 23:00:00"
2419,etc,0.00,20330.00,0.00,0.00,0.00,1530885600000,"2018-07-06 23:00:00"
2420,btc,0.00,7362000.00,0.00,0.00,0.00,1530887400000,"2018-07-06 23:30:00"
2421,eth,0.00,525000.00,0.00,0.00,0.00,1530887400000,"2018-07-06 23:30:00"
2422,xrp,0.00,531.00,0.00,0.00,0.00,1530887400000,"2018-07-06 23:30:00"
2423,bch,0.00,812000.00,0.00,0.00,0.00,1530887400000,"2018-07-06 23:30:00"
2424,etc,0.00,20130.00,0.00,0.00,0.00,1530887400000,"2018-07-06 23:30:00"
2426,btc,0.00,7359000.00,0.00,0.00,0.00,1530889200000,"2018-07-07 00:00:00"
2427,eth,0.00,525000.00,0.00,0.00,0.00,1530889200000,"2018-07-07 00:00:00"
2428,xrp,0.00,528.00,0.00,0.00,0.00,1530889200000,"2018-07-07 00:00:00"
2429,bch,0.00,811000.00,0.00,0.00,0.00,1530889200000,"2018-07-07 00:00:00"
2430,etc,0.00,20200.00,0.00,0.00,0.00,1530889200000,"2018-07-07 00:00:00"
2431,btc,0.00,7372000.00,0.00,0.00,0.00,1530891000000,"2018-07-07 00:30:00"
2432,eth,0.00,525000.00,0.00,0.00,0.00,1530891000000,"2018-07-07 00:30:00"
2433,xrp,0.00,531.00,0.00,0.00,0.00,1530891000000,"2018-07-07 00:30:00"
2434,bch,0.00,811000.00,0.00,0.00,0.00,1530891000000,"2018-07-07 00:30:00"
2435,etc,0.00,20190.00,0.00,0.00,0.00,1530891000000,"2018-07-07 00:30:00"
2436,btc,0.00,7380000.00,0.00,0.00,0.00,1530892800000,"2018-07-07 01:00:00"
2437,eth,0.00,524500.00,0.00,0.00,0.00,1530892800000,"2018-07-07 01:00:00"
2438,xrp,0.00,531.00,0.00,0.00,0.00,1530892800000,"2018-07-07 01:00:00"
2439,bch,0.00,813000.00,0.00,0.00,0.00,1530892800000,"2018-07-07 01:00:00"
2440,etc,0.00,20230.00,0.00,0.00,0.00,1530892800000,"2018-07-07 01:00:00"
2441,btc,0.00,7372000.00,0.00,0.00,0.00,1530894600000,"2018-07-07 01:30:00"
2442,eth,0.00,525500.00,0.00,0.00,0.00,1530894600000,"2018-07-07 01:30:00"
2443,xrp,0.00,529.00,0.00,0.00,0.00,1530894600000,"2018-07-07 01:30:00"
2444,bch,0.00,809000.00,0.00,0.00,0.00,1530894600000,"2018-07-07 01:30:00"
2446,etc,0.00,20560.00,0.00,0.00,0.00,1530894600000,"2018-07-07 01:30:00"
2448,btc,0.00,7373000.00,0.00,0.00,0.00,1530896400000,"2018-07-07 02:00:00"
2449,eth,0.00,524000.00,0.00,0.00,0.00,1530896400000,"2018-07-07 02:00:00"
